    0     0 NaN   NaN   NaN 
    0     1 NaN   NaN   NaN 
    0     2 NaN   NaN   NaN 
    0     3 NaN   NaN   NaN 
    0     4     2     2     2
    0     5     2     2     3
    0     6     3     3     3
    0     7     3     3     4
    0     8     4     4     4
    0     9     4     4     5
    0    10     5     5     5
    0    11 NaN   NaN   NaN 
    0    12 NaN   NaN   NaN 
    0    13 NaN   NaN   NaN 
    0    14 NaN   NaN   NaN 
    0    15 NaN   NaN   NaN 
    0    16 NaN   NaN   NaN 
    0    17 NaN   NaN   NaN 
    0    18 NaN   NaN   NaN 
    0    19 NaN   NaN   NaN 
    0    20 NaN   NaN   NaN 
    0    21 NaN   NaN   NaN 
    0    22 NaN   NaN   NaN 
    0    23 NaN   NaN   NaN 
    0    24 NaN   NaN   NaN 
    0    25 NaN   NaN   NaN 
    0    26 NaN   NaN   NaN 
    0    27 NaN   NaN   NaN 
    0    28 NaN   NaN   NaN 
    0    29 NaN   NaN   NaN 
    0    30 NaN   NaN   NaN 
    0    31 NaN   NaN   NaN 
    0    32 NaN   NaN   NaN 
    0    33 NaN   NaN   NaN 
    0    34 NaN   NaN   NaN 
    0    35 NaN   NaN   NaN 
    0    36 NaN   NaN   NaN 
    0    37 NaN   NaN   NaN 
    0    38 NaN   NaN   NaN 
    0    39 NaN   NaN   NaN 
    0    40 NaN   NaN   NaN 
    0    41 NaN   NaN   NaN 
    0    42 NaN   NaN   NaN 
    0    43 NaN   NaN   NaN 
    0    44 NaN   NaN   NaN 
    0    45 NaN   NaN   NaN 
    0    46 NaN   NaN   NaN 
    0    47 NaN   NaN   NaN 
    0    48 NaN   NaN   NaN 
    0    49 NaN   NaN   NaN 
    0    50 NaN   NaN   NaN 
    0    51 NaN   NaN   NaN 
    0    52 NaN   NaN   NaN 
    0    53 NaN   NaN   NaN 
    0    54 NaN   NaN   NaN 
    0    55 NaN   NaN   NaN 
    0    56 NaN   NaN   NaN 
    0    57 NaN   NaN   NaN 
    0    58 NaN   NaN   NaN 
    0    59 NaN   NaN   NaN 
    0    60 NaN   NaN   NaN 
    0    61 NaN   NaN   NaN 
    0    62 NaN   NaN   NaN 
    0    63 NaN   NaN   NaN 
    0    64 NaN   NaN   NaN 
    0    65 NaN   NaN   NaN 
    0    66 NaN   NaN   NaN 
    0    67 NaN   NaN   NaN 
    0    68 NaN   NaN   NaN 
    0    69 NaN   NaN   NaN 
    0    70 NaN   NaN   NaN 
    0    71 NaN   NaN   NaN 
    0    72 NaN   NaN   NaN 
    0    73 NaN   NaN   NaN 
    0    74 NaN   NaN   NaN 
    0    75 NaN   NaN   NaN 
    0    76 NaN   NaN   NaN 
